"hospital_id","name","population","bed","owner_id","county_id"
"6474501","MCALESTER REGIONAL HEALTH CENTER","149","149","5","40121"
"647630","BRENTWOOD SPRINGS","48","48","1","18173"
"64785283","AURORA BEHAVIORAL HEALTHCARE - TEMPE","138","138","0","4013"
"6479502","STONEWALL MEMORIAL HOSPITAL","20","20","2","48433"
"6481301","ANIMAS SURGICAL HOSPITAL LLC","12","12","1","8067"
"6485755","ORO VALLEY HOSPITAL, LLC","146","146","1","4019"
"64885120","BANNER GOLDFIELD MEDICAL CENTER","20","20","0","4021"
"649068","OAKLAWN HOSPITAL","77","77","2","26025"
"6494609","UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND","215","215","2","6001"
"6499133","COULEE MEDICAL CENTER","25","25","3","53025"
"65","METHODIST WEST HOSPITAL","95","95","0","19049"
"6500738","HIMA - SAN PABLO FAJARDO","180","180","1","72053"
"6501086","BAYSTATE NOBLE HOSPITAL","85","85","2","25013"
"65085929","CHANGEPOINT PSYCHIATRIC HOSPITAL","16","16","0","4017"
"6511554","NASSAU UNIVERSITY MEDICAL CENTER","530","530","1","36059"
"6516125","UPMC HORIZON","116","116","2","42085"
"652101","WINNESHIEK MEDICAL CENTER","25","25","5","19191"
"6521228","SPRING GROVE HOSPITAL CENTER","639","639","4","24005"
"6524273","NORTON COMMUNITY HOSPITAL","129","129","2","51720"
"6527371","FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL","37","37","2","37123"
"65285251","GREENBAUM SPECIALITY SURGICAL HOSPITAL","26","26","0","4013"
"6529927","COASTAL CAROLINA HOSPITAL","41","41","1","45053"
"6531728","GRADY GENERAL HOSPITAL","60","60","3","13131"
"6532901","CIRCLES OF CARE INC","52","52","2","12009"
"6536867","JACK HUGHSTON MEMORIAL HOSPITAL","70","70","1","1113"
"6538242","HENRY COUNTY MEDICAL CENTER","142","142","3","47079"
"65385007","HAVEN BEHAVIORAL SERVICES OF PHOENIX, LLC","57","57","0","4013"
"6540359","ST. ELIZABETH OWEN","25","25","2","21187"
"654301","BELLIN PSYCHIATRIC CENTER","80","80","2","55009"
"6544254","LODI COMMUNITY HOSPITAL","20","20","2","39103"
"6547403","IU HEALTH BLOOMINGTON HOSPITAL","297","297","2","18105"
"6548091","INSIGHT SURGICAL HOSPITAL","20","20","1","26099"
"65485704","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON","60","60","0","4019"
"655102","UNITED HOSPITAL","546","546","1","27123"
"6551401","ST ANTHONY REGIONAL HOSPITAL","99","99","2","19027"
"6554751","MAYO CLINIC HEALTH SYSTEM - RED CEDAR","25","25","2","55033"
"6556164","PIPESTONE COUNTY MEDICAL CTR","44","44","5","27117"
"6557066","ST. MICHAEL'S HOSPITAL","25","25","2","46009"
"65585304","ENCOMPASS HEALTH VALLEY OF THE SUN REHABILITATION HOSPITAL, LLC","75","75","0","4013"
"6564093","WESTERN MISSOURI MEDICAL CENTER","62","62","5","29101"
"6566219","MINIMALLY INVASIVE SURGERY HOSPITAL","9","9","1","20091"
"6568978","BRODSTONE MEMORIAL HOSPITAL","25","25","2","31129"
"6570535","EUNICE EXTENDED CARE HOSPITAL","18","18","1","22097"
"6572401","THE SURGICAL HOSPITAL OF JONESBORO","12","12","1","5031"
"6573717","SHARE MEDICAL CENTER","25","25","3","40151"
"657401","AVERA ST. LUKE'S","60","60","2","46013"
"6575551","CHRISTUS ST MICHAEL HOSPITAL - ATLANTA","43","43","2","48067"
"6581301","MERCY REGIONAL MEDICAL CENTER","82","82","2","8067"
"6586040","PAGE HOSPITAL","25","25","2","4005"
"659324","DAHL MEMORIAL HEALTHCARE ASSOCIATION","25","25","2","30011"
"6595008","CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CALIFORNIA - PEDIATRIC HOSPITAL","4","4","1","6085"
"6597220","VIBRA SPECIALTY HOSPITAL OF PORTLAND","73","73","1","41051"
"65986314","MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL","44","44","0","4025"
"6599350","PROSSER MEMORIAL HEALTH","25","25","3","53005"
"66","GENESIS MEDICAL CENTER WEST-DAVENPORT","502","502","0","19163"
"6600000","BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY","72","72","1","5059"
"6600738","CARIBBEAN MEDICAL CENTER","38","38","1","72053"
"6601247","NORTH ADAMS REGIONAL HOSPITAL","36","36","2","25003"
"6607834","SAINT CLARE'S HOSPITAL - DENVILLE CAMPUS","314","314","1","34027"
"6611791","SYOSSET HOSPITAL","103","103","2","36059"
"6618301","LEHIGH VALLEY HOSPITAL - POCONO","264","264","2","42089"
"6621613","UMD SHORE MEDICAL CTR AT DORCHESTER","34","34","2","24019"
"6624219","WELLMONT LONESOME PINE MT. VIEW HOSPITAL","85","85","2","51195"
"6628374","FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS","8","8","2","37125"
"662948","HERRIN HOSPITAL","114","114","2","17199"
"6629801","AIKEN REGIONAL MEDICAL CENTERS","273","273","1","45003"
"6630650","MORGAN MEMORIAL HOSPITAL","25","25","3","13211"
"6634452","CITRUS MEMORIAL HOSPITAL","204","204","1","12017"
"6636106","JACKSON HOSPITAL AND CLINIC, INC","344","344","2","1101"
"663701","SOUTHEASTHEALTH","245","245","2","29031"
"6638351","HENDERSON COUNTY COMMUNITY HOSPITAL","45","45","1","47077"
"66385225","OASIS BEHAVIORAL HEALTH HOSPITAL","94","94","0","4013"
"6639038","PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY","34","34","1","28053"
"6640311","NICHOLAS COUNTY HOSPITAL","18","18","2","21181"
"6645679","ADAMS COUNTY REGIONAL MEDICAL CENTER","25","25","5","39001"
"6646350","LA PORTE HOSPITAL","227","227","2","18091"
"6648043","HENRY FORD MACOMB HOSPITAL - MT CLEMENS CAMPUS","5","5","2","26099"
"66485281","TEMPE ST LUKE'S HOSPITAL","74","74","2","4013"
"6651040","BURGESS HEALTH CENTER","25","25","0","19133"
"6653132","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","16","16","1","55079"
"6656013","UNITED HOSPITAL DISTRICT","43","43","1","27043"
"6657369","PLATTE HEALTH CENTER","17","17","2","46023"
"66585712","PALO VERDE BEHAVIORAL HEALTH","84","84","0","4019"
"6660629","HOLY CROSS HOSPITAL","248","248","1","17031"
"6664132","RESEARCH MEDICAL CENTER","590","590","1","29095"
"6666441","GEARY COMMUNITY HOSPITAL","92","92","5","20061"
"666720","NEOSHO MEMORIAL REGIONAL MED CENTER","25","25","5","20133"
"6668361","FILLMORE COUNTY","30","30","5","31059"
"66685351","NORTHWEST HOSPITAL, LLC","300","300","0","4013"
"6670554","SAVOY MEDICAL CENTER","98","98","1","22039"
"6674137","OKLAHOMA SURGICAL HOSPITAL, LLC","75","75","1","40143"
"6677401","FIRST SURGICAL HOSPITAL","19","19","1","48201"
"66785008","ARIZONA STATE FORENSIC HOSPITAL","143","143","4","4013"
"6680461","ST VINCENT GENERAL HOSPITAL DISTRICT","25","25","3","8065"
"6685032","ABRAZO SCOTTSDALE CAMPUS","120","120","1","4013"
"668787","PROVIDENCE MEDICAL CENTER, INC","21","21","1","31179"
"66885222","BANNER CASA GRANDE MEDICAL CENTER","141","141","0","4021"
"6694133","CHINESE HOSPITAL","88","88","2","6075"
"6697828","WALLOWA MEMORIAL HOSPITAL","25","25","3","41063"
"6698531","PROVIDENCE CENTRALIA HOSPITAL","128","128","2","53041"
"66985711","ST JOSEPH'S HOSPITAL","486","486","2","4019"
"6702143","CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS","124","124","3","25017"
"6707860","NEWTON MEDICAL CENTER","148","148","1","34037"
"670809","BATON ROUGE GENERAL MEDICAL CENTER","201","201","2","22033"
"67085745","ST. MARY'S HOSPITAL","400","400","0","4019"
"6711714","ST. JOSEPH HOSPITAL","203","203","2","36059"
"671671","BRADLEY COUNTY MEDICAL CENTER","33","33","2","5011"
"6717042","WELLSPAN GOOD SAMARITAN HOSPITAL","163","163","2","42075"
"67185224","DIGNITY COMMUNITY CARE","429","429","0","4013"
"6728379","FIRSTHEALTH MOORE REGIONAL HOSPITAL - RICHMOND","99","99","2","37153"
"6729401","ROPER HOSPITAL","332","332","2","45019"
"6731313","LIBERTY REGIONAL MEDICAL CENTER","25","25","3","13179"
"6733326","CLEVELAND CLINIC HOSPITAL","206","206","2","12011"
"6736545","JACKSON MEDICAL CENTER","35","35","1","1025"
"6738012","HAYWOOD COUNTY COMMUNITY HOSPITAL","49","49","1","47075"
"6739429","MARION GENERAL HOSPITAL","49","49","5","28091"
"674023","HILLCREST HOSPITAL CUSHING","99","99","1","40119"
"6741012","NORTHKEY COMMUNITY CARE-INTENSIVE SERVICES","57","57","2","21117"
"6746151","INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC","92","92","2","18109"
"67485015","ABRAZO CENTRAL CAMPUS","206","206","1","4013"
"6749503","SPECTRUM HEALTH HOSPITAL - FULLER CAMPUS","20","20","2","26081"
"6750036","BOONE COUNTY HOSPITAL","42","42","5","19015"
"6753132","ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS","52","52","2","55079"
"6756542","ESSENTIA HEALTH FOSSTON","43","43","1","27119"
"6757069","SANFORD VERMILLION HOSPITAL","25","25","2","46027"
"6762526","DECATUR MEMORIAL HOSPITAL","300","300","2","17115"
"6764131","RESEARCH MEDICAL CENTER - BROOKSIDE C","3","3","1","29095"
"6766112","SELECT SPECIALTY HOSPITAL - KANSAS CITY","40","40","1","20209"
"67685305","ST JOSEPH'S WESTGATE MEDICAL CENTER","23","23","2","4013"
"6770503","LAFAYETTE GENERAL SURGICAL HOSPITAL","10","10","1","22055"
"6772501","WHITE RIVER MEDICAL CENTER","224","224","2","5063"
"6773070","NORMAN REGIONAL HOSPITAL","20","20","3","40027"
"67785724","BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS","625","625","4","4019"
"6778758","NORTH AUSTIN MEDICAL CENTER","395","395","1","48453"
"6780538","MCKEE MEDICAL CENTER","118","118","2","8069"
"6785541","BANNER PAYSON MEDICAL CENTER","25","25","1","4007"
"67885713","BANNER - UNIVERSITY MEDICAL CENTER SOUTH CAMPUS","245","245","4","4019"
"679106","BAPTIST ST ANTHONYS HOSPITAL","445","445","1","48375"
"6791710","CHINO VALLEY MEDICAL CENTER","112","112","1","6071"
"6797338","SALEM HEALTH WEST VALLEY","25","25","2","41053"
"6798848","QUINCY VALLEY MEDICAL CENTER","10","10","3","53025"
"680011","KINDRED HOSPITAL AURORA","37","37","1","8005"
"6800910","DOCTOR'S CENTER DE SAN JUAN","125","125","1","72127"
"6802132","WEST ROXBURY VA MEDICAL CENTER","448","448","6","25025"
"6802190","SOUTH SHORE HOSPITAL","354","354","2","25021"
"6807055","SAINT MARYS HOSPITAL - PASSAIC","269","269","2","34031"
"6811530","MERCY HOSPITAL","375","375","2","36059"
"6819102","HAHNEMANN UNIVERSITY HOSPITAL","496","496","1","42101"
"6824354","SMYTH COUNTY COMMUNITY HOSPITAL","154","154","2","51173"
"6827103","NOVANT HEALTH FORSYTH MEDICAL CENTER","945","945","2","37067"
"6829405","PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH","108","108","1","45019"
"6833407","JFK MEDICAL CENTER NORTH CAMPUS","280","280","1","12099"
"6836265","RMC JACKSONVILLE","104","104","1","1015"
"683704","INTERMOUNTAIN HOSPITAL","155","155","1","16001"
"6837857","HAWKINS COUNTY MEMORIAL HOSPITAL","50","50","2","47073"
"6838635","ALLIANCE HEALTHCARE SYSTEM, INC","40","40","1","28093"
"6840217","NORTON AUDUBON HOSPITAL","432","432","2","21111"
"6844115","ST. VINCENT CHARITY HOSPITAL","416","416","2","39035"
"6846032","INDIANA UNIVERSITY HEALTH NORTH HOSPITAL","149","149","2","18057"
"684651","MOUNTAIN VIEW HOSPITAL","124","124","1","49049"
"6849503","MARY FREE BED REHABILITATION HOSPITAL","119","119","2","26081"
"6850158","UNITYPOINT HEALTH MARSHALLTOWN","125","125","2","19127"
"685308","ABRAZO ARROWHEAD CAMPUS","217","217","1","4013"
"6853110","AURORA ST LUKES MED CTR SOUTH SHORE","275","275","2","55079"
"6855060","OWATONNA HOSPITAL","43","43","1","27147"
"6859716","BOZEMAN HEALTH BIG SKY MEDICAL CENTER","8","8","2","30031"
"6862246","HSHS HOLY FAMILY HOSPITAL, INC","28","28","2","17005"
"6865360","ROYAL OAKS HOSPITAL, INC","54","54","2","29083"
"6867456","LINDSBORG COMMUNITY HOSPITAL","21","21","5","20113"
"6868333","CRETE AREA MEDICAL CENTER","24","24","1","31151"
"6870433","AVALA","21","21","1","22103"
"6871603","JEFFERSON REGIONAL MEDICAL CENTER","300","300","2","5069"
"68786409","KINGMAN REGIONAL MEDICAL CENTER - HUALAPAI MOUNTAIN CAMPUS","18","18","0","4015"
"6878746","DELL CHILDRENS MEDICAL CENTER","227","227","2","48453"
"6880538","MEDICAL CENTER OF THE ROCKIES","174","174","2","8069"
"688340","MESCALERO HOSPITAL","13","13","6","35035"
"689052","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDERSON","90","90","1","32003"
"6891723","EMANATE HEALTH INTER - COMMUNITY HOSPITAL","138","138","1","6037"
"6897128","WILLAMETTE VALLEY MEDICAL CENTER","60","60","1","41071"
"68985258","GLOBALREHAB - SCOTTSDALE, LLC","50","50","0","4013"
"6899362","ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL","72","72","2","53071"
"6901062","VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM","145","145","6","25015"
"6902139","CHA CAMBRIDGE HOSPITAL","189","189","3","25017"
"6911803","PLAINVIEW HOSPITAL","204","204","2","36059"
"6916550","UPMC HAMOT","423","423","2","42049"
"6924333","TWIN COUNTY REGIONAL HOSPITAL","141","141","1","51640"
"6927549","FRANKLIN MEDICAL CENTER","83","83","2","37069"
"6929425","MUSC MEDICAL CENTER","790","790","3","45019"
"6934240","PAM SPECIALTY HOSPITAL OF SARASOTA","40","40","1","12115"
"6936853","LAKE MARTIN COMMUNITY HOSPITAL","46","46","1","1123"
"6938372","HARDIN MEDICAL CENTER","58","58","5","47071"
"69386505","SAGE MEMORIAL HOSPITAL","25","25","6","4001"
"6938821","NORTH MISSISSIPPI MEDICAL CENTER - GILMORE - AMORY","95","95","1","28095"
"6940241","NORTON BROWNSBORO HOSPITAL","127","127","2","21111"
"694501","ALAMEDA HOSPITAL","66","66","5","6001"
"6947454","INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL","24","24","2","18117"
"6949221","PROMEDICA BIXBY HOSPITAL","88","88","2","26091"
"6953212","ORTHOPAEDIC HOSPITAL OF WISCONSIN","30","30","1","55079"
"6956441","CUYUNA REGIONAL MEDICAL CENTER","42","42","1","27035"
"6959860","PROVIDENCE ST. JOSEPH MEDICAL CENTER","22","22","2","30047"
"6961362","ST MARGARET'S HEALTH - SPRING VALLEY","44","44","2","17011"
"6964130","RESEARCH PSYCHIATRIC CENTER - A CAMPUS OF RESEARCH MEDICAL CENTER","100","100","1","29095"
"696720","HILO MEDICAL CENTER","166","166","4","15001"
"6967547","EDWARDS COUNTY HOSPITAL","12","12","5","20047"
"6968756","ANTELOPE MEMORIAL HOSPITAL","23","23","1","31003"
"696940","BELAU NATIONAL HOSPITAL","80","80","5","70150"
"6970538","FRANKLIN FOUNDATION HOSPITAL","22","22","3","22101"
"6972113","UNITED METHODIST BEHAVIORAL HOSPITAL","60","60","2","5119"
"697225","CEDAR HILLS HOSPITAL","98","98","1","41067"
"6973104","OU MEDICAL CENTER -THE CHILDREN'S HOSPITAL","314","314","1","40109"
"6980524","POUDRE VALLEY HOSPITAL","255","255","2","8069"
"698405","FRANCISCAN HEALTH ST JOSEPH MEDICAL CENTER","366","366","2","53053"
"6985016","PHOENIX CHILDREN'S HOSPITAL","435","435","2","4013"
"6991790","EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL","325","325","1","6037"
"699669","CENTRAL PENINSULA GENERAL HOSPITAL","49","49","2","2122"
"69985338","WESTERN REGIONAL MEDICAL CENTER","38","38","0","4013"
"6998801","CONFLUENCE HEALTH - WENATCHEE VALLEY HOSPITAL","11","11","1","53007"
"7001069","BAYSTATE WING HOSPITAL AND MEDICAL CENTERS","68","68","2","25013"
"7007109","CLARA MAASS MEDICAL CENTER","472","472","1","34013"
"70094501","PARK BRIDGE REHABILITATION AND WELLNESS CENTER","120","120","3","6001"
"7011510","MOUNT SINAI SOUTH NASSAU","455","455","2","36059"
"7017331","UPMC HANOVER","93","93","2","42133"
"70192120","ALVARADO HOSPITAL MEDICAL CENTER","80","80","1","6073"
"7024382","WYTHE COUNTY COMMUNITY HOSPITAL","92","92","1","51197"
"702557","MARTHA'S VINEYARD HOSPITAL INC","25","25","2","25007"
"7028601","FRYE REGIONAL MEDICAL CENTER","338","338","1","37035"
"702905","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","167","167","2","44007"
"70292311","BARSTOW COMMUNITY HOSPITAL","30","30","1","6071"
"7029621","PATRICK B HARRIS PSYCHIATRIC HOSPITAL","200","200","4","45007"
"703102","CATHOLIC MEDICAL CENTER","330","330","2","33011"
"7033134","STEWARD CORAL GABLES HOSPITAL","245","245","1","12086"
"7035565","LAKELAND COMMUNITY HOSPITAL","49","49","2","1133"
"7038008","WEST TENNESSEE HEALTHCARE BOLIVAR HOSPITAL","25","25","3","47069"
"7039730","MONROE REGIONAL HOSPITAL","35","35","1","28095"
"7040202","NORTON HOSPITAL - NORTON HEALTHCARE PAVILION - NOR","905","905","2","21111"
"7044004","ASHTABULA CO. MEDICAL CENTER","234","234","2","39007"
"704401","DOROTHEA DIX PSYCHIATRIC CENTER","100","100","4","23019"
"7046534","NORTHWEST HEALTH - STARKE","53","53","1","18149"
"7049286","PROMEDICA HERRICK HOSPITAL","25","25","2","26091"
"70494117","CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS","153","153","2","6075"
"70494118","CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P APH","191","191","2","6075"
"7050010","MARY GREELEY MEDICAL CENTER","220","220","5","19169"
"705089","MT. ASCUTNEY HOSPITAL AND HEALTH CENTER","35","35","2","50027"
"7055414","SHRINERS HOSPITAL FOR CHILDREN","40","40","2","27053"
"7057013","SANFORD CANTON - INWOOD MEDICAL CENTER","11","11","2","46083"
"7059047","LIVINGSTON HEALTHCARE","25","25","2","30067"
"70594110","CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS AND ORTHOPEDIC IN","120","120","2","6075"
"7062230","ST. JOSEPH'S HOSPITAL","52","52","2","17027"
"706320","LAWRENCE MEMORIAL HOSPITAL","280","280","2","9011"
"7066502","MANHATTAN SURGICAL HOSPITAL LLC","13","13","1","20161"
"7068352","JEFFERSON COMMUNITY HEALTH CENTER INC","17","17","1","31095"
"70695354","CENTRAL VALLEY SPECIALTY HOSPITAL","96","96","1","6099"
"7071295","FRANKLIN MEDICAL CENTER","43","43","3","22041"
"7076821","BALLINGER MEMORIAL HOSPITAL DISTRICT","25","25","2","48399"
"70790067","CALIFORNIA REHABILITATION INSTITUTE, LLC","138","138","1","6037"
"7080517","ESTES PARK MEDICAL CENTER","23","23","3","8069"
"7085203","KPC PROMISE HOSPITAL OF PHOENIX, LLC","48","48","1","4013"
"70892868","CHILDREN'S HOSPITAL OF ORANGE COUNTY","334","334","2","6059"
"7091010","CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL","217","217","2","6037"
"70990806","COLLEGE MEDICAL CENTER","221","221","1","6037"
"7099156","NEWPORT HOSPITAL AND HEALTH SERVICES","24","24","3","53051"
"71","SCOTT COUNTY HOSPITAL","25","25","5","20171"
"7100000","HELENA REGIONAL MEDICAL CENTER","155","155","1","5107"
"7100960","BELLA VISTA HOSPITAL","150","150","2","72021"
"7102135","KINDRED HOSPITAL BOSTON","59","59","1","25025"
"71090813","COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH","36","36","1","6037"
"7114094","EASTERN NIAGARA HOSPITAL - LOCKPORT DIVISION","134","134","2","36063"
"7117105","PINNACLEHEALTH HARRISBURG CAMPUS","577","577","2","42043"
"71176549","ADVENTHEALTH BEHAVIORAL HEALTH CENTER","60","60","2","48027"
"7124134","CARILION ROANOKE MEMORIAL HOSPITAL","703","703","2","51071"
"71276504","BAYLOR SCOTT AND WHITE PAVILION - TEMPLE","2","2","2","48027"
"7128053","CAROMONT REGIONAL MEDICAL CENTER","435","435","2","37071"
"7129204","MUSC HEALTH COLUMBIA MEDICAL CENTER DOWNTOWN","258","258","1","45079"
"71295817","CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO","16","16","1","6067"
"7130045","NORTHSIDE HOSPITAL GWINNETT","388","388","2","13135"
"7135758","MADISON HOSPITAL","90","90","3","1089"
"7137402","METROPOLITAN HOSPITAL, INC","64","64","1","47065"
"71378232","BAPTIST NEIGHBORHOOD HOSPITAL WESTOVER HILLS","8","8","1","48029"
"71394589","CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY","16","16","1","6095"
"7140207","NORTON WOMEN'S AND CHILDREN'S HOSPITAL","373","373","2","21111"
"7146072","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","25","25","2","18159"
"71472858","BAPTIST NEIGHBORHOOD HOSPITAL OVERLOOK PARKWAY","8","8","1","48029"
"714760","OLEAN GENERAL HOSPITAL","186","186","2","36009"
"7148602","ALEDA E. LUTZ VA MEDICAL CENTER","8","8","6","26145"
"71495355","DOCTORS MEDICAL CENTER - BEHAVIORAL HEALTH DEPARTMENT","67","67","1","6099"
"7150129","GREENE COUNTY MEDICAL CENTER","25","25","5","19073"
"7153215","AURORA ST LUKES MEDICAL CENTER","938","938","2","55079"
"7155362","CENTRACARE HEALTH MONTICELLO","39","39","1","27171"
"7157059","LANDMANN - JUNGMAN MEMORIAL HOSPITAL","20","20","2","46009"
"71578249","BAPTIST NEIGHBORHOOD HOSPITAL HAUSMAN","8","8","1","48029"
"7162450","RICHLAND MEMORIAL HOSPITAL INC","104","104","2","17159"
"7167070","KIOWA DISTRICT HOSPITAL","58","58","3","20007"
"71678224","BAPTIST NEIGHBORHOOD HOSPITAL ZARZAMORA","8","8","1","48029"
"7170508","LAFAYETTE PHYSICAL REHABILITATION HOSPITAL","32","32","1","22055"
"7173075","PAULS VALLEY HOSPITAL","43","43","5","40049"
"71778209","CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS","36","36","2","48029"
"71794577","KAISER FOUNDATION HOSPITAL - SAN LEANDRO","216","216","2","6001"
"7180534","NORTHERN COLORADO LONG TERM ACUTE HOSP - LONG TERM","20","20","1","8069"
"7184075","VIEWPOINT CENTER, LLC","26","26","1","49011"
"718764","PAM SPECIALTY HOSPITAL OF WILKES - BARRE","36","36","1","42079"
"71878229","NIX BEHAVIORAL HEALTH CENTER","73","73","1","48029"
"71893436","LAC - USC MEDICAL CENTER D/P APH","76","76","5","6083"
"7193612","CLOVIS COMMUNITY MEDICAL CENTER","208","208","2","6019"
"719713","CHRISTIANA CARE HEALTH SERVICES - CHRISTIANA HOSPITAL","906","906","2","10003"
"71978216","NIX SPECIALTY HEALTH CENTER","94","94","1","48029"
"71993420","MARIAN REGIONAL MEDICAL CENTER - ARROYO GRANDE","67","67","2","6079"
"7199347","GARFIELD COUNTY PUBLIC HOSPITAL DISTRICT","25","25","3","53023"
"72","THE BARIATRIC CENTER OF KANSAS CITY LLC","12","12","1","20091"
"720001","HOWARD UNIVERSITY HOSPITAL","482","482","2","11001"
"7202130","BRIGHAM AND WOMEN'S FAULKNER HOSPITAL","171","171","2","25025"
"72078222","SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC","198","198","1","48029"
"72091763","MONTCLAIR HOSPITAL MEDICAL CENTER","106","106","1","6071"
"721223","GRACE MEDICAL CENTER, INC","71","71","2","24510"
"7214301","NIAGARA FALLS MEMORIAL MEDICAL CENTER","171","171","2","36063"
"7217105","PINNACLEHEALTH COMMUNITY CAMPUS","114","114","2","42043"
"72178247","WARM SPRINGS REHABILITATION HOSPITAL OF THOUSAND OAKS","34","34","1","48029"
"7224073","CARILION NEW RIVER VALLEY","146","146","2","51121"
"72278251","WARM SPRINGS REHABILITATION HOSPITAL OF WESTOVER HILLS","40","40","1","48029"
"7228655","CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE","315","315","2","37023"
"72292025","PALOMAR MEDICAL CENTER","286","286","3","6073"
"7229303","SPARTANBURG MEDICAL CENTER","516","516","3","45083"
"7233484","DELRAY MEDICAL CENTER","536","536","1","12099"
"7237343","CHI MEMORIAL HOSPITAL HIXSON","423","423","2","47065"
"7238967","TYLER HOLMES MEMORIAL HOSPITAL","25","25","5","28097"
"72390241","PIH HEALTH HOSPITAL - DOWNEY","199","199","2","6037"
"7242347","OHIO COUNTY HOSPITAL","25","25","2","21183"
"7244109","METROHEALTH MEDICAL CENTER","731","731","5","39035"
"72477584","MEMORIAL HERMANN PEARLAND HOSPITAL","64","64","2","48039"
"7248043","SELECT SPECIALTY HOSPITAL - MACOMB COUNTY","36","36","1","26099"
"7248201","JOHN D. DINGELL DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER","62","62","6","26163"
"72490033","PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS","36","36","1","6037"
"7250201","STORY COUNTY HOSPITAL NORTH","17","17","5","19169"
"725304","HIGHLAND HOSPITAL","104","104","2","54039"
"7253226","FROEDTERT MEMORIAL LUTHERAN HOSPITAL","783","783","2","55079"
"7255057","NORTHFIELD CITY HOSPITAL AND NSG","37","37","5","27037"
"72577584","HCA HOUSTON HEALTHCARE PEARLAND","53","53","1","48039"
"72590723","KINDRED HOSPITAL PARAMOUNT","177","177","1","6037"
"7262702","MEMORIAL MEDICAL CENTER","500","500","2","17167"
"7264111","SAINT LUKE'S HOSPITAL OF KANSAS CITY","554","554","2","29095"
"7266502","ASCENSION VIA CHRISTI HOSPITAL MANHATTAN INC","150","150","1","20161"
"72677842","ROCK PRAIRIE BEHAVIORAL HEALTH","72","72","1","48041"
"7268640","CITY OF GENOA","19","19","5","31125"
"72690732","PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER","125","125","2","6037"
"7272801","ST. MARY'S REGIONAL MEDICAL CENTER","170","170","1","5115"
"727288","UNC ROCKINGHAM HOSPITAL","108","108","2","37157"
"7274137","PINNACLE SPECIALTY HOSPITAL","4","4","1","40143"
"7277704","BAPTIST HOSPITALS OF SOUTHEAST TEXAS","363","363","2","48245"
"72778654","BAYLOR SCOTT AND WHITE MEDICAL CENTER - MARBLE FALLS","46","46","2","48053"
"7281082","MT SAN RAFAEL HOSPITAL","25","25","2","8071"
"7284107","KPC PROMISE HOSPITAL OF SALT LAKE","38","38","1","49035"
"7285251","HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER","325","325","2","4013"
"72878550","PALMS BEHAVIORAL HEALTH","94","94","1","48061"
"7293210","COALINGA REGIONAL MEDICAL CENTER","24","24","1","6019"
"729325","PRISMA HEALTH - UPSTATE - PRISMA HEALTH LAURENS COUNTY HOSPITAL","76","76","1","45059"
"72978520","SOLARA SPECIALTY HOSPITALS HARLINGEN - BROWNSVILLE","41","41","1","48061"
"7298826","CASCADE MEDICAL","9","9","3","53007"
"72990231","SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY","311","311","1","6037"
"7302115","BRIGHAM AND WOMEN'S HOSPITAL","811","811","2","25025"
